,Unnamed: 0,职位名,链接,公司,工作地点,薪资,经验,学历,地区,月薪,大专,本科,硕士,高中
186,363,Python开发工程师,http://jobs.51job.com/beijing-hdq/89883618.html?s=01&t=0,会找房（北京）网络技术有限公司,北京-海淀区,1.5-3万/月,3-4年经验,本科,6,22500.0,0,1,0,0
187,369,课研部主管兼培训讲师（Python方向）,http://jobs.51job.com/chengdu-px/91280386.html?s=01&t=0,成都优易数据有限公司,成都-郫县,0.8-1.5万/月,3-4年经验,本科,21,11500.0,0,1,0,0
188,370,Python高级研发工程师,http://jobs.51job.com/beijing/91816421.html?s=01&t=0,北京好巧国际旅行社有限公司,北京,3-5万/月,5-7年经验,本科,6,40000.0,0,1,0,0
189,371,高级PYTHON研发工程师,http://jobs.51job.com/beijing/91255413.html?s=01&t=0,劳动光荣科技（北京）有限公司,北京,3-5万/月,1年经验,本科,6,40000.0,0,1,0,0
190,385,Python开发工程师,http://jobs.51job.com/shenzhen/89197445.html?s=01&t=0,中软国际科技服务有限公司,深圳,1.5-2万/月,3-4年经验,本科,30,17500.0,0,1,0,0
191,387,JAVA/Python开发工程师,http://jobs.51job.com/yantai/87622689.html?s=01&t=0,烟台欣和企业食品有限公司,烟台,6-8千/月,1年经验,大专,32,7000.0,1,0,0,0
192,388,软件开发工程师/实习生-技术储备（Java/Python） 西安,http://jobs.51job.com/shaanxisheng/85276150.html?s=01&t=0,西安创泰科技有限责任公司,异地招聘,6-8千/月,1年经验,大专,20,7000.0,1,0,0,0
193,389,PYTHON/PHP程序员,http://jobs.51job.com/wenzhou/85855832.html?s=01&t=0,浙江百先得服饰有限公司,温州,4-8千/月,1年经验,大专,31,6000.0,1,0,0,0
194,393,Python服务端工程师,http://jobs.51job.com/suzhou-gyyq/85999884.html?s=01&t=0,苏州思必驰信息科技有限公司,苏州-工业园区,1-2万/月,1年经验,本科,36,15000.0,0,1,0,0
195,394,Python开发工程师,http://jobs.51job.com/shanghai-xhq/75623943.html?s=01&t=0,上海品酷网络科技有限公司,上海-徐汇区,1-1.5万/月,3-4年经验,大专,0,12500.0,1,0,0,0
196,396,Python开发工程师,http://jobs.51job.com/kunming/90464722.html?s=01&t=0,昆明俊云科技有限公司,昆明,0.8-1.2万/月,2年经验,本科,23,10000.0,0,1,0,0
197,397,Python开发工程师,http://jobs.51job.com/guangzhou-thq/81495735.html?s=01&t=0,广州奇异果互动科技股份有限公司,广州-天河区,0.8-1万/月,1年经验,大专,19,9000.0,1,0,0,0
198,398,Python全栈工程师,http://jobs.51job.com/shanghai-pdxq/91005933.html?s=01&t=0,上海跬智信息技术有限公司,上海-浦东新区,1.5-2.5万/月,1年经验,本科,0,20000.0,0,1,0,0
199,399,Python开发工程师,http://jobs.51job.com/beijing-hdq/88369411.html?s=01&t=0,北京中创信测科技股份有限公司,北京-海淀区,1.5-2.5万/月,2年经验,本科,6,20000.0,0,1,0,0
200,400,Python高级工程师,http://jobs.51job.com/guangzhou/83260048.html?s=01&t=0,广州德利信息科技有限公司,广州,1.5-2万/月,3-4年经验,本科,19,17500.0,0,1,0,0
201,401,Python开发工程师J14105,http://jobs.51job.com/shenzhen-nsq/91614378.html?s=01&t=0,携程旅行网深圳分公司,深圳-南山区,1.5-2万/月,2年经验,本科,30,17500.0,0,1,0,0
202,403,Python开发工程师,http://jobs.51job.com/shenzhen/76152312.html?s=01&t=0,深圳市巴伦技术股份有限公司,深圳,0.8-1.2万/月,3-4年经验,本科,30,10000.0,0,1,0,0
203,404,Python工程师,http://jobs.51job.com/beijing-hdq/82420493.html?s=01&t=0,北京精准沟通国际传媒广告有限公司,北京-海淀区,1.5-3万/月,2年经验,大专,6,22500.0,1,0,0,0
204,408,Python工程师,http://jobs.51job.com/beijing-hdq/69758176.html?s=01&t=0,北京八维研修学院,北京-海淀区,1.5-2万/月,2年经验,本科,6,17500.0,0,1,0,0
205,410,Python开发工程师,http://jobs.51job.com/suzhou-wzq/88702812.html?s=01&t=0,科沃斯商用机器人有限公司,苏州-吴中区,1-1.5万/月,2年经验,硕士,36,12500.0,0,0,1,0
206,411,Python开发工程师,http://jobs.51job.com/chengdu/64144216.html?s=01&t=0,成都聚思力信息技术有限公司,成都,1-1.5万/月,2年经验,本科,21,12500.0,0,1,0,0
207,413,软件工程师 （python或C++）,http://jobs.51job.com/jiangsusheng/89782400.html?s=01&t=0,希捷国际科技（无锡）有限公司,异地招聘,0.5-1万/月,1年经验,本科,20,7500.0,0,1,0,0
208,414,Python后台开发工程师,http://jobs.51job.com/chengdu/91321798.html?s=01&t=0,成都恒高科技有限公司,成都,0.8-1.2万/月,1年经验,本科,21,10000.0,0,1,0,0
209,421,python开发工程师,http://jobs.51job.com/beijing-cyq/81619998.html?s=01&t=0,北京捷科智诚科技有限公司,北京-朝阳区,1-1.5万/月,2年经验,大专,6,12500.0,1,0,0,0
210,422,数据分析与挖掘-python工程师-00410,http://jobs.51job.com/shanghai-jaq/91125026.html?s=01&t=0,卫宁健康科技集团股份有限公司,上海-静安区,1.5-2万/月,2年经验,本科,0,17500.0,0,1,0,0
211,425,PHP/Python ERP软件开发工程师,http://jobs.51job.com/guangzhou-thq/88656867.html?s=01&t=0,天意有福科技股份有限公司,广州-天河区,0.6-1万/月,2年经验,大专,19,8000.0,1,0,0,0
212,426,测试开发工程师（Python）,http://jobs.51job.com/hangzhou-gsq/89144996.html?s=01&t=0,浙江威星智能仪表股份有限公司,杭州-拱墅区,0.8-1.2万/月,2年经验,本科,24,10000.0,0,1,0,0
213,427,Python开发工程师,http://jobs.51job.com/fuzhou/89825905.html?s=01&t=0,福州网乐网络科技有限公司,异地招聘,6-8千/月,3-4年经验,大专,20,7000.0,1,0,0,0
214,428,Python工程师,http://jobs.51job.com/shanghai-mhq/77883731.html?s=01&t=0,上海君是信息科技有限公司,上海-闵行区,6-8千/月,2年经验,大专,0,7000.0,1,0,0,0
215,429,Python对日软件开发工程师,http://jobs.51job.com/overseas/83131982.html?s=01&t=0,阿富络希信息科技（济南）有限公司,异地招聘,1-2.5万/月,3-4年经验,本科,20,17500.0,0,1,0,0
216,430,Python Engineer Python 开发工程师,http://jobs.51job.com/chengdu-jjq/58578618.html?s=01&t=0,四川摩奇信息技术有限公司,成都-锦江区,7-9千/月,1年经验,本科,21,8000.0,0,1,0,0
217,432,python开发工程师,http://jobs.51job.com/beijing-cyq/66839347.html?s=01&t=0,乐飞天下信息技术（北京）有限公司,北京-朝阳区,1-1.5万/月,3-4年经验,大专,6,12500.0,1,0,0,0
218,433,Python数据开发工程师,http://jobs.51job.com/beijing-cyq/91298375.html?s=01&t=0,北京亿维鸿科技有限公司,北京-朝阳区,5-9千/月,无工作经验,大专,6,7000.0,1,0,0,0
219,435,Python开发工程师,http://jobs.51job.com/changsha-ylq/91091412.html?s=01&t=0,深圳市原形信息技术有限公司,长沙-岳麓区,6-8千/月,2年经验,本科,42,7000.0,0,1,0,0
220,436,python课程总监/课程开发总监/研发总监,http://jobs.51job.com/shanghai-ptq/91157910.html?s=01&t=0,颐筠（上海）信息技术有限公司,上海-普陀区,1-2.5万/月,2年经验,本科,0,17500.0,0,1,0,0
221,439,python开发工程师,http://jobs.51job.com/shenzhen-nsq/74345847.html?s=01&t=0,深圳市正易龙科技有限公司,深圳-南山区,1-1.9万/月,2年经验,大专,30,14500.0,1,0,0,0
222,440,Python工程师,http://jobs.51job.com/shanghai/78533782.html?s=01&t=0,上海浦东软件园汇智软件发展有限公司,上海,1-1.5万/月,1年经验,中专,0,12500.0,0,0,0,0
223,442,Python/Django开发工程师,http://jobs.51job.com/ningbo-yzq/90895016.html?s=01&t=0,浙江找饭金融信息服务有限公司,宁波-鄞州区,0.6-1万/月,2年经验,大专,17,8000.0,1,0,0,0
224,448,高级PHP开发工程师（需懂些Python）,http://jobs.51job.com/shanghai/85137438.html?s=01&t=0,上海好体信息科技有限公司,上海,1.5-2.5万/月,3-4年经验,本科,0,20000.0,0,1,0,0
225,449,Python高级软件工程师,http://jobs.51job.com/xian-gxjs/90528902.html?s=01&t=0,北京优诺信创科技有限公司,西安-高新技术...,0.8-1.5万/月,2年经验,硕士,38,11500.0,0,0,1,0
226,450,Python开发工程师,http://jobs.51job.com/nanjing-jyq/91814046.html?s=01&t=0,南京图慧信息技术有限公司,南京-建邺区,0.7-1.3万/月,1年经验,大专,7,10000.0,1,0,0,0
227,452,PHP/Python开发工程师,http://jobs.51job.com/wuxi/83288126.html?s=01&t=0,无锡新游网络科技有限公司,无锡,1-1.5万/月,1年经验,大专,22,12500.0,1,0,0,0
228,453,Python开发工程师,http://jobs.51job.com/shanghai/88621984.html?s=01&t=0,上海崇杏健康管理咨询有限公司,上海,1-1.5万/月,1年经验,本科,0,12500.0,0,1,0,0
229,454,Python研发工程师,http://jobs.51job.com/shenzhen-nsq/88210309.html?s=01&t=0,深圳市青柏信息科技有限公司,深圳-南山区,1-2万/月,2年经验,本科,30,15000.0,0,1,0,0
230,455,大数据应用开发（python）,http://jobs.51job.com/shanghai-xhq/91914392.html?s=01&t=0,上海拿米金融信息服务有限公司,上海-徐汇区,1.5-3万/月,3-4年经验,大专,0,22500.0,1,0,0,0
231,458,Python运维开发工程师,http://jobs.51job.com/shenzhen-nsq/77735062.html?s=01&t=0,深圳车涯互动科技有限公司,深圳-南山区,1-1.5万/月,3-4年经验,大专,30,12500.0,1,0,0,0
232,459,（vmware）Python开发工程师,http://jobs.51job.com/beijing-hdq/73735730.html?s=01&t=0,迪原创新（北京）科技有限公司,北京-海淀区,1-1.5万/月,2年经验,本科,6,12500.0,0,1,0,0
233,461,python开发工程师,http://jobs.51job.com/chengdu/80726544.html?s=01&t=0,北京晟元亿讯科技有限公司,成都,4-7千/月,1年经验,大专,21,5500.0,1,0,0,0
234,464,Python工程师,http://jobs.51job.com/shenzhen-nsq/78682141.html?s=01&t=0,深圳爱财科技有限公司,深圳-南山区,1.5-2.5万/月,5-7年经验,本科,30,20000.0,0,1,0,0
235,465,Python+MySQL 后台开发工程师,http://jobs.51job.com/shenzhen-lhxq/83429787.html?s=01&t=0,富士康科技集团CNSBG事业群,深圳-龙华新区,0.6-2万/月,1年经验,大专,30,13000.0,1,0,0,0
236,466,Python开发工程师,http://jobs.51job.com/shenzhen-nsq/89742695.html?s=01&t=0,深圳羚羊极速科技有限公司,深圳-南山区,1.3-2.5万/月,3-4年经验,本科,30,19000.0,0,1,0,0
237,470,高级 Python 工程师,http://jobs.51job.com/shanghai-mhq/88420492.html?s=01&t=0,趣送信息技术（上海）有限公司,上海-闵行区,1.5-2万/月,3-4年经验,本科,0,17500.0,0,1,0,0
238,472,Python高级软件工程师,http://jobs.51job.com/guangzhou-thq/89142700.html?s=01&t=0,广州英荔教育科技有限公司,广州-天河区,0.9-1.3万/月,3-4年经验,本科,19,11000.0,0,1,0,0
239,473,Django / Python 开发工程师,http://jobs.51job.com/guangzhou-hzq/87197841.html?s=01&t=0,广州城北信息科技有限公司,广州-海珠区,4.5-6千/月,2年经验,大专,19,5250.0,1,0,0,0
240,475,python开发工程师,http://jobs.51job.com/chengdu-gxq/82359356.html?s=01&t=0,成都博恩电科信息科技有限公司,成都-高新区,0.6-1万/月,1年经验,大专,21,8000.0,1,0,0,0
241,476,python研发工程师,http://jobs.51job.com/chongqing-ybq/75914790.html?s=01&t=0,重庆维普资讯有限公司,重庆-渝北区,4-7千/月,1年经验,本科,40,5500.0,0,1,0,0
242,477,Python中级开发工程师,http://jobs.51job.com/guangzhou-thq/89107575.html?s=01&t=0,广州世安信息技术有限公司,广州-天河区,1.2-1.5万/月,3-4年经验,本科,19,13500.0,0,1,0,0
243,478,python工程师,http://jobs.51job.com/chengdu/82475150.html?s=01&t=0,高伟达软件股份有限公司,成都,1-1.5万/月,3-4年经验,大专,21,12500.0,1,0,0,0
244,480,高级软件工程师-开发支付系统PMTS控制台（Python）,http://jobs.51job.com/beijing/91208910.html?s=01&t=0,北京金电恒通科技有限公司,北京,1.5-2万/月,3-4年经验,本科,6,17500.0,0,1,0,0
245,482,Python开发工程师,http://jobs.51job.com/tianjin-hxq/87719436.html?s=01&t=0,上海敬庸信息科技有限公司,天津-河西区,1-2万/月,3-4年经验,大专,15,15000.0,1,0,0,0
246,483,python工程师（网络安全）,http://jobs.51job.com/shanghai-xhq/84897675.html?s=01&t=0,红倍心（福建）生物科技有限公司上海分公司,上海-徐汇区,1.5-2万/月,3-4年经验,大专,0,17500.0,1,0,0,0
247,484,Python 开发工程师,http://jobs.51job.com/zhuhai-xzq/69898106.html?s=01&t=0,珠海轼域网络科技有限公司,珠海-香洲区,0.8-2万/月,2年经验,大专,33,14000.0,1,0,0,0
248,486,Python开发工程师,http://jobs.51job.com/chengdu-gxq/88948147.html?s=01&t=0,成都砰砰网络科技有限责任公司,成都-高新区,5-7千/月,无工作经验,大专,21,6000.0,1,0,0,0
249,487,python软件开发工程师,http://jobs.51job.com/wuhan/71286266.html?s=01&t=0,武汉旷腾信息技术有限公司,武汉,10-15万/年,2年经验,本科,25,10416.666666666666,0,1,0,0
250,488,Python运维开发工程师,http://jobs.51job.com/shanghai/91244474.html?s=01&t=0,上海宝尊电子商务有限公司,上海,1-2万/月,2年经验,大专,0,15000.0,1,0,0,0
251,489,Python高级开发工程师,http://jobs.51job.com/beijing/90707068.html?s=01&t=0,杭州东信北邮信息技术有限公司,北京,1-1.5万/月,2年经验,本科,6,12500.0,0,1,0,0
252,495,C#&Python英语需求分析开发师,http://jobs.51job.com/shanghai/90427119.html?s=01&t=0,易唯思商务咨询（上海）有限公司,上海,0.8-1万/月,无工作经验,本科,0,9000.0,0,1,0,0
253,496,Python开发工程师,http://jobs.51job.com/guangzhou/89522192.html?s=01&t=0,广州鑫尼网络科技有限公司,广州,0.7-1万/月,1年经验,大专,19,8500.0,1,0,0,0
254,503,Python Web产品开发工程师,http://jobs.51job.com/guangzhou/85264305.html?s=01&t=0,广州商脉网络科技有限公司,广州,0.8-1.5万/月,3-4年经验,本科,19,11500.0,0,1,0,0
255,505,Python开发工程师,http://jobs.51job.com/shanghai-xhq/91912055.html?s=01&t=0,北明软件有限公司,上海-徐汇区,1-2万/月,2年经验,本科,0,15000.0,0,1,0,0
256,506,python开发工程师,http://jobs.51job.com/shenzhen-lhxq/91900350.html?s=01&t=0,深圳大懂网络科技有限公司,深圳-龙华新区,6-8千/月,2年经验,大专,30,7000.0,1,0,0,0
257,507,Python开发工程师,http://jobs.51job.com/nanjing-glq/88531201.html?s=01&t=0,麦子学院,南京-鼓楼区,4.5-6千/月,无工作经验,大专,7,5250.0,1,0,0,0
258,508,Python开发,http://jobs.51job.com/beijing-hdq/64009314.html?s=01&t=0,北京简单科技有限公司（简单学习网）,北京-海淀区,1.5-2万/月,3-4年经验,大专,6,17500.0,1,0,0,0
259,510,python工程师,http://jobs.51job.com/shanghai-pdxq/67675649.html?s=01&t=0,上海锐赢信息技术有限公司,上海-浦东新区,0.8-1.5万/月,2年经验,大专,0,11500.0,1,0,0,0
260,511,Python研发工程师,http://jobs.51job.com/shenzhen-nsq/90871119.html?s=01&t=0,深圳开黑科技有限公司,深圳-南山区,1-2万/月,3-4年经验,大专,30,15000.0,1,0,0,0
261,513,python工程师,http://jobs.51job.com/shanghai-pdxq/78702480.html?s=01&t=0,上海云逐信息技术有限公司,上海-浦东新区,0.8-1.5万/月,2年经验,大专,0,11500.0,1,0,0,0
262,521,Python开发,http://jobs.51job.com/shanghai/84077831.html?s=01&t=0,文思海辉技术有限公司Pactera Technology International Limited,上海,1.5-2万/月,1年经验,大专,0,17500.0,1,0,0,0
263,522,Python 中级工程师,http://jobs.51job.com/chengdu/91868955.html?s=01&t=0,四川钱坤信息技术有限公司,成都,0.8-1万/月,3-4年经验,本科,21,9000.0,0,1,0,0
264,523,高薪诚聘Python研发,http://jobs.51job.com/ningbo/83205461.html?s=01&t=0,宁波新希望信息技术有限公司,宁波,0.8-1万/月,2年经验,本科,17,9000.0,0,1,0,0
265,525,Python工程师,http://jobs.51job.com/guangzhou-thq/87591079.html?s=01&t=0,广州中康资讯股份有限公司,广州-天河区,0.7-1万/月,1年经验,本科,19,8500.0,0,1,0,0
266,527,Python 中级开发工程师,http://jobs.51job.com/shanghai/86741509.html?s=01&t=0,上海旺旺食品集团有限公司,上海,0.8-1.5万/月,1年经验,大专,0,11500.0,1,0,0,0
267,529,Python爬虫开发工程师,http://jobs.51job.com/chengdu-whq/88007506.html?s=01&t=0,成都易屋之家科技有限公司,成都-武侯区,0.8-1.5万/月,3-4年经验,大专,21,11500.0,1,0,0,0
268,531,Python工程师,http://jobs.51job.com/shanghai/76454223.html?s=01&t=0,上海德必文化创意产业发展（集团）有限公司,上海,1.5-2.5万/月,3-4年经验,本科,0,20000.0,0,1,0,0
269,533,Python开发工程师,http://jobs.51job.com/shanghai/90938534.html?s=01&t=0,上海奥意特信息科技有限公司,上海,0.9-1.6万/月,2年经验,大专,0,12500.0,1,0,0,0
270,534,Python开发助理/实习生     项目奖+提成,http://jobs.51job.com/shaanxisheng/89881899.html?s=01&t=0,西安蓝峰企业管理服务有限公司,异地招聘,4.5-6千/月,无工作经验,大专,20,5250.0,1,0,0,0
271,539,Python开发工程师,http://jobs.51job.com/shenzhen/91164220.html?s=01&t=0,成都迈思信息技术有限公司,深圳,1.5-2万/月,5-7年经验,大专,30,17500.0,1,0,0,0
272,541,Python开发工程师,http://jobs.51job.com/guangzhou/71717870.html?s=01&t=0,广州宝巨信息技术有限公司,广州,0.6-1万/月,2年经验,大专,19,8000.0,1,0,0,0
273,545,python开发工程师-西二旗-wx-841,http://jobs.51job.com/beijing-hdq/91854879.html?s=01&t=0,北京联想利泰软件有限公司,北京-海淀区,1-1.5万/月,1年经验,本科,6,12500.0,0,1,0,0
274,546,Python工程师,http://jobs.51job.com/shenzhen/91844596.html?s=01&t=0,深圳市长亮科技股份有限公司,深圳,0.8-1.2万/月,2年经验,本科,30,10000.0,0,1,0,0
275,548,Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/90293570.html?s=01&t=0,东吴在线（上海）金融信息服务有限公司,上海-浦东新区,1.5-3万/月,3-4年经验,本科,0,22500.0,0,1,0,0
276,549,Python高级开发工程师,http://jobs.51job.com/guangzhou-thq/90879177.html?s=01&t=0,广东龙锦网络科技有限公司,广州-天河区,4.5-6千/月,2年经验,大专,19,5250.0,1,0,0,0
277,551,python 开发工程师,http://jobs.51job.com/shanghai-ptq/80230774.html?s=01&t=0,盘石软件（上海）有限公司,上海-普陀区,0.6-1.5万/月,1年经验,本科,0,10500.0,0,1,0,0
278,555,Python开发工程师,http://jobs.51job.com/hangzhou/88900476.html?s=01&t=0,杭州锐翌基因技术有限公司,杭州,0.8-1.2万/月,1年经验,本科,24,10000.0,0,1,0,0
279,556,Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/90993555.html?s=01&t=0,平纳科（上海）信息咨询有限公司,上海-浦东新区,1.8-3万/月,2年经验,本科,0,24000.0,0,1,0,0
280,557,棋牌开发python程序员欢迎优秀应届生,http://jobs.51job.com/guangzhou-lwq/91169683.html?s=01&t=0,广州领斐信息科技有限公司,广州-荔湾区,6-8千/月,无工作经验,大专,19,7000.0,1,0,0,0
281,561,Python后端工程师,http://jobs.51job.com/wuhan-jhq/91546411.html?s=01&t=0,武汉灵山科技有限公司,武汉-江汉区,1-1.5万/月,3-4年经验,大专,25,12500.0,1,0,0,0
282,562,CXWG-后端开发工程师（Python）,http://jobs.51job.com/guangzhou-thq/90991956.html?s=01&t=0,广州酷狗计算机科技有限公司,广州-天河区,1.2-2.4万/月,3-4年经验,本科,19,18000.0,0,1,0,0
283,563,python工程师,http://jobs.51job.com/shenzhen-lgq/88112944.html?s=01&t=0,深圳市中企工联保家电服务有限公司,深圳-龙岗区,0.5-1万/月,1年经验,本科,30,7500.0,0,1,0,0
284,564,Python开发工程师,http://jobs.51job.com/beijing-hdq/87245543.html?s=01&t=0,高升控股股份有限公司,北京-海淀区,1-1.5万/月,2年经验,大专,6,12500.0,1,0,0,0
285,567,Web 开发工程师 - Python,http://jobs.51job.com/shanghai/88585997.html?s=01&t=0,怡安翰威特咨询（上海）有限公司,上海,1.5-2万/月,2年经验,本科,0,17500.0,0,1,0,0
286,571,Python开发工程师,http://jobs.51job.com/beijing-cyq/91442305.html?s=01&t=0,北京微迅联创科技有限公司,北京-朝阳区,0.8-1.5万/月,2年经验,大专,6,11500.0,1,0,0,0
287,572,Python开发工程师,http://jobs.51job.com/hangzhou-xhq/89484113.html?s=01&t=0,杭州数美科技有限公司,杭州-西湖区,0.7-1.4万/月,1年经验,大专,24,10499.999999999998,1,0,0,0
288,575,OpenERP/Odoo python开发工程师,http://jobs.51job.com/chengdu/90610544.html?s=01&t=0,成都天府新区人力资源开发服务有限公司,成都,1-1.4万/月,2年经验,本科,21,12000.0,0,1,0,0
289,577,Python开发工程师,http://jobs.51job.com/shanghai-xhq/70100126.html?s=01&t=0,北京众标智能科技有限公司,上海-徐汇区,1-1.5万/月,1年经验,大专,0,12500.0,1,0,0,0
290,578,Python爬虫开发工程师,http://jobs.51job.com/shanghai-ypq/84194906.html?s=01&t=0,上海霄骋信息科技有限公司,上海-杨浦区,1.5-3万/月,5-7年经验,本科,0,22500.0,0,1,0,0
291,579,资深Python后端开发/架构师,http://jobs.51job.com/shanghai-ypq/81825662.html?s=01&t=0,上海复展智能科技股份有限公司,上海-杨浦区,2-5万/月,5-7年经验,本科,0,35000.0,0,1,0,0
292,580,Python开发工程师 Python Dev,http://jobs.51job.com/shanghai-xhq/90560464.html?s=01&t=0,上海能塔智能科技有限公司,上海-徐汇区,1-2万/月,2年经验,本科,0,15000.0,0,1,0,0
293,583,Python开发工程师,http://jobs.51job.com/shanghai-ptq/84786839.html?s=01&t=0,鄂尔多斯市创想思维互联网科技有限公司上海分公司,上海-普陀区,1-1.5万/月,1年经验,本科,0,12500.0,0,1,0,0
294,584,Python软件工程师,http://jobs.51job.com/guangzhou-thq/49364484.html?s=01&t=0,广州市邦富软件有限公司,广州-天河区,0.8-1万/月,1年经验,大专,19,9000.0,1,0,0,0
295,587,Python Developer - AAM701,http://jobs.51job.com/beijing-cyq/89968958.html?s=01&t=0,鲁信睿浩,北京-朝阳区,20-30万/年,1年经验,大专,6,20833.33333333333,1,0,0,0
296,589,Python开发工程师,http://jobs.51job.com/shanghai-jaq/91270200.html?s=01&t=0,上海迪姿计算机科技有限公司,上海-静安区,0.6-1.1万/月,1年经验,大专,0,8500.0,1,0,0,0
297,590,Python工程师,http://jobs.51job.com/guangzhou-thq/90221983.html?s=01&t=0,广州鼎盛互动网络科技有限公司,异地招聘,1.8-2.5万/月,1年经验,大专,20,21500.0,1,0,0,0
298,594,Python开发工程师,http://jobs.51job.com/beijing-hdq/87909041.html?s=01&t=0,慧影医疗科技（北京）有限公司,北京-海淀区,2-4万/月,3-4年经验,本科,6,30000.0,0,1,0,0
299,597,python开发工程师,http://jobs.51job.com/shanghai-hkq/83294539.html?s=01&t=0,上海杰奕信息技术有限公司,上海-虹口区,0.8-1.2万/月,2年经验,大专,0,10000.0,1,0,0,0
300,599,Python开发工程师,http://jobs.51job.com/shanghai-pdxq/85014051.html?s=01&t=0,上海驻云信息科技有限公司,上海-浦东新区,1.2-1.8万/月,3-4年经验,大专,0,15000.0,1,0,0,0
301,600,Python web(Django)程序员,http://jobs.51job.com/shanghai/88905601.html?s=01&t=0,上海音达科技实业有限公司,上海,1-1.5万/月,2年经验,本科,0,12500.0,0,1,0,0
302,601,Python开发工程师（2年左右经验，外包）,http://jobs.51job.com/nanjing/91573349.html?s=01&t=0,南京青花瓷软件科技有限公司,南京,0.6-1.1万/月,1年经验,中专,7,8500.0,0,0,0,0
303,602,Python开发工程师,http://jobs.51job.com/guangzhou-thq/91323919.html?s=01&t=0,广州另类网络科技有限公司,广州-天河区,1-1.5万/月,2年经验,大专,19,12500.0,1,0,0,0
304,605,Python软件工程师,http://jobs.51job.com/beijing-dcq/73551550.html?s=01&t=0,沈阳民航东北凯亚有限公司大连分公司,北京-东城区,0.8-1.2万/月,2年经验,本科,6,10000.0,0,1,0,0
305,607,大数据工程师（Python 爬虫）,http://jobs.51job.com/guangzhou/90153219.html?s=01&t=0,广州星域信息科技有限公司,广州,1.5-2万/月,3-4年经验,本科,19,17500.0,0,1,0,0
306,608,Python开发工程师,http://jobs.51job.com/beijing/85054155.html?s=01&t=0,中电科技（北京）有限公司,北京,1-1.5万/月,3-4年经验,本科,6,12500.0,0,1,0,0
307,609,python开发工程师,http://jobs.51job.com/beijing/82034361.html?s=01&t=0,北京龙腾佳讯科技股份公司,北京,1-2.5万/月,3-4年经验,本科,6,17500.0,0,1,0,0
308,610,Python开发工程师,http://jobs.51job.com/shanghai/88398008.html?s=01&t=0,上海移宇科技股份有限公司,上海,12-20万/年,2年经验,本科,0,13333.333333333336,0,1,0,0
309,612,Python开发工程师,http://jobs.51job.com/wuhan/90164724.html?s=01&t=0,武汉市柒柒肆玖信息技术有限公司,武汉,0.8-1万/月,2年经验,大专,25,9000.0,1,0,0,0
310,613,Python中级开发工程师,http://jobs.51job.com/shanghai-pdxq/89888826.html?s=01&t=0,上海金指软件技术有限公司,上海-浦东新区,1.2-1.8万/月,3-4年经验,本科,0,15000.0,0,1,0,0
311,614,Python开发工程师,http://jobs.51job.com/shenzhen/83183372.html?s=01&t=0,深圳市瑞驰信息技术有限公司,深圳,0.5-1.2万/月,1年经验,大专,30,8500.0,1,0,0,0
312,615,Python开发工程师,http://jobs.51job.com/beijing-tzq/91559191.html?s=01&t=0,厚纳（北京）文化科技股份有限公司,北京-通州区,1-1.5万/月,3-4年经验,本科,6,12500.0,0,1,0,0
313,616,Python开发工程师,http://jobs.51job.com/chengdu-gxq/82690269.html?s=01&t=0,成都简乐互动科技有限公司,成都-高新区,6-9千/月,3-4年经验,本科,21,7500.0,0,1,0,0
314,623,Python软件工程师,http://jobs.51job.com/beijing-cpq/91677079.html?s=01&t=0,北京哈特凯尔医疗科技有限公司,北京-昌平区,6-8千/月,1年经验,大专,6,7000.0,1,0,0,0
315,624,数据平台工程师（python）,http://jobs.51job.com/shanghai-pdxq/84636014.html?s=01&t=0,上海即富信息技术服务有限公司,上海-浦东新区,1.3-1.7万/月,3-4年经验,本科,0,15000.0,0,1,0,0
316,625,Python开发工程师,http://jobs.51job.com/guangzhou/90872301.html?s=01&t=0,广州大手互联网科技有限公司,广州,0.6-1万/月,3-4年经验,高中,19,8000.0,0,0,0,1
317,635,Python高级开发工程师,http://jobs.51job.com/shanghai/91758311.html?s=01&t=0,上海定菱网络科技有限公司,上海,2.5-3.5万/月,3-4年经验,本科,0,30000.0,0,1,0,0
318,636,Python工程师（机器学习方向）,http://jobs.51job.com/beijing-hdq/91756662.html?s=01&t=0,中晋联合技术（北京）有限公司,北京-海淀区,1-1.5万/月,1年经验,大专,6,12500.0,1,0,0,0
319,637,Python研发工程师,http://jobs.51job.com/beijing-hdq/90027929.html?s=01&t=0,小安（北京）科技有限公司,北京-海淀区,0.8-1万/月,1年经验,大专,6,9000.0,1,0,0,0
320,640,python工程师（爬虫）,http://jobs.51job.com/guangzhou-thq/89267821.html?s=01&t=0,广州飞特物流有限公司,广州-天河区,0.8-1.5万/月,2年经验,中专,19,11500.0,0,0,0,0
321,642,python工程师,http://jobs.51job.com/chengdu/86793390.html?s=01&t=0,深圳市雁联技术服务有限公司,成都,5-7千/月,1年经验,大专,21,6000.0,1,0,0,0
322,644,python软件工程师,http://jobs.51job.com/jiaxing/70556200.html?s=01&t=0,浙江清华长三角研究院,嘉兴,4.5-6千/月,1年经验,本科,13,5250.0,0,1,0,0
