,Unnamed: 0,职位名,链接,公司,工作地点,薪资,经验,学历,地区,月薪,大专,本科,硕士,高中
49,90,Python开发工程师,http://jobs.51job.com/wuhan-hsq/90445634.html?s=01&t=0,武汉哥本巷科技有限公司,武汉-洪山区,5-6千/月,2年经验,大专,25,5500.0,1,0,0,0
50,97,python就业指导专员,http://jobs.51job.com/beijing-cpq/89459343.html?s=01&t=0,北京传智播客教育科技有限公司,北京-昌平区,1-1.5万/月,1年经验,大专,6,12500.0,1,0,0,0
51,98,Python就业指导专员,http://jobs.51job.com/shenzhen-baq/90546319.html?s=01&t=0,传智播客教育集团深圳分校,深圳-宝安区,1.2-2万/月,2年经验,大专,30,16000.0,1,0,0,0
52,99,python开发工程师/python爬虫/python数据挖掘,http://jobs.51job.com/guangzhou/85710433.html?s=01&t=0,广州八百方信息技术有限公司,广州,0.6-1.8万/月,2年经验,大专,19,12000.0,1,0,0,0
53,100,python开发,http://jobs.51job.com/wuhan-jxq/82617291.html?s=01&t=0,武汉合创鼎联科技有限公司,武汉-江夏区,5-7千/月,2年经验,本科,25,6000.0,0,1,0,0
54,102,Python开发工程师,http://jobs.51job.com/shanghai-xhq/85964280.html?s=01&t=0,上海六界信息技术有限公司,上海-徐汇区,1-2万/月,2年经验,本科,0,15000.0,0,1,0,0
55,106,Python工程师,http://jobs.51job.com/chengdu/75582132.html?s=01&t=0,成都赫尔墨斯科技有限公司,成都,0.8-1万/月,1年经验,本科,21,9000.0,0,1,0,0
56,107,"实习生（Java, Python）",http://jobs.51job.com/shanghai-xhq/87570343.html?s=01&t=0,上海驹旗网络科技有限公司,上海-徐汇区,150元/天,无工作经验,本科,0,3262.5,0,1,0,0
57,110,开发工程师（python方向）,http://jobs.51job.com/xian/91015811.html?s=01&t=0,北京银港科技有限公司,西安,0.8-1万/月,2年经验,本科,38,9000.0,0,1,0,0
58,111,运维&python开发工程师（高级）,http://jobs.51job.com/chengdu/75570653.html?s=01&t=0,成都趣乐多科技有限公司,成都,0.8-1.5万/月,2年经验,大专,21,11500.0,1,0,0,0
59,112,python开发工程师,http://jobs.51job.com/guangzhou/70714557.html?s=01&t=0,艾美美容中心,广州,6-8千/月,1年经验,大专,19,7000.0,1,0,0,0
60,113,Python后端工程师,http://jobs.51job.com/shanghai-pdxq/74093158.html?s=01&t=0,上海睿迹网络科技有限公司,上海-浦东新区,1-1.5万/月,2年经验,本科,0,12500.0,0,1,0,0
61,114,Python开发工程师,http://jobs.51job.com/xian/87318046.html?s=01&t=0,上海汇纳信息科技股份有限公司,西安,0.6-1万/月,1年经验,本科,38,8000.0,0,1,0,0
62,115,Python工程师,http://jobs.51job.com/guangzhou-pyq/86707314.html?s=01&t=0,广东紫晶信息存储技术股份有限公司,广州-番禺区,1-2万/月,3-4年经验,大专,19,15000.0,1,0,0,0
63,116,Python工程师,http://jobs.51job.com/hefei/90887669.html?s=01&t=0,安徽七天教育科技有限公司,合肥,0.8-1万/月,3-4年经验,大专,11,9000.0,1,0,0,0
64,119,python采集工程师,http://jobs.51job.com/beijing-cyq/91696880.html?s=01&t=0,第道南京信息技术有限公司,北京-朝阳区,1-1.5万/月,3-4年经验,大专,6,12500.0,1,0,0,0
65,123,高级Python开发工程师,http://jobs.51job.com/shanghai-pdxq/76924259.html?s=01&t=0,上海傲硕信息科技有限公司,上海-浦东新区,1.2-1.8万/月,2年经验,本科,0,15000.0,0,1,0,0
66,125,PYTHON应届毕业生,http://jobs.51job.com/shanghai-ptq/90827156.html?s=01&t=0,上海银贤信息科技有限公司,上海-普陀区,6-8千/月,无工作经验,大专,0,7000.0,1,0,0,0
67,126,Python高级工程师,http://jobs.51job.com/beijing-xcq/86705573.html?s=01&t=0,北京艾的教育科技股份有限公司,北京-西城区,1-2.5万/月,3-4年经验,本科,6,17500.0,0,1,0,0
68,129,Python高级开发工程师,http://jobs.51job.com/shenzhen-nsq/88431822.html?s=01&t=0,贝深科技（深圳）有限公司,深圳-南山区,2-2.5万/月,5-7年经验,本科,30,22500.0,0,1,0,0
69,130,Python开发工程师,http://jobs.51job.com/beijing-cyq/87292680.html?s=01&t=0,北京钱方银通科技有限公司,北京-朝阳区,1.5-2万/月,3-4年经验,本科,6,17500.0,0,1,0,0
70,131,Python开发工程师,http://jobs.51job.com/shanghai-ypq/91286866.html?s=01&t=0,上海恺域信息科技有限公司,上海-杨浦区,1.5-2万/月,3-4年经验,本科,0,17500.0,0,1,0,0
71,134,Python开发工程师,http://jobs.51job.com/shenzhen-ftq/90611649.html?s=01&t=0,广州依时货拉拉科技有限公司深圳分公司,深圳-福田区,1.5-2万/月,3-4年经验,大专,30,17500.0,1,0,0,0
72,137,Python开发工程师,http://jobs.51job.com/guangzhou-thq/85516425.html?s=01&t=0,广州市考拉先生网络科技有限公司,广州-天河区,0.8-1.5万/月,2年经验,大专,19,11500.0,1,0,0,0
73,140,python后端研发工程师,http://jobs.51job.com/beijing-hdq/91786019.html?s=01&t=0,北京英孚泰克信息技术股份有限公司,北京-海淀区,0.8-1万/月,1年经验,本科,6,9000.0,0,1,0,0
74,141,开发工程师（Python/C/C++),http://jobs.51job.com/guangzhou-thq/90044610.html?s=01&t=0,广州太乙信息科技有限公司,广州-天河区,0.7-1万/月,2年经验,大专,19,8500.0,1,0,0,0
75,143,Python开发工程师,http://jobs.51job.com/xian-ytq/91223934.html?s=01&t=0,西安网星软件咨询服务有限公司,西安-雁塔区,0.8-1万/月,2年经验,本科,38,9000.0,0,1,0,0
76,147,python开发工程师,http://jobs.51job.com/chengdu-qyq/75043734.html?s=01&t=0,深圳市风云实业有限公司,成都-青羊区,0.5-1万/月,2年经验,本科,21,7500.0,0,1,0,0
77,149,Python工程师,http://jobs.51job.com/guangzhou-byq/90098194.html?s=01&t=0,广州棒谷网络科技有限公司,广州-白云区,1-1.5万/月,2年经验,大专,19,12500.0,1,0,0,0
78,151,Python工程师（量化平台）,http://jobs.51job.com/beijing/91518857.html?s=01&t=0,中国金融在线-金融界,北京,1.5-2万/月,3-4年经验,本科,6,17500.0,0,1,0,0
79,153,Python后台开发工程师,http://jobs.51job.com/shenzhen-nsq/88882426.html?s=01&t=0,深圳市星鱼科技有限公司,深圳-南山区,1-2.5万/月,2年经验,大专,30,17500.0,1,0,0,0
80,154,Python开发工程师,http://jobs.51job.com/ningbo/82579294.html?s=01&t=0,宁波岳润信息科技有限公司,宁波,1-2万/月,1年经验,大专,17,15000.0,1,0,0,0
81,156,Python Web 工程师,http://jobs.51job.com/guangzhou-hzq/89183059.html?s=01&t=0,广州爱范儿科技股份有限公司,广州-海珠区,0.7-1.4万/月,1年经验,本科,19,10499.999999999998,0,1,0,0
82,158,Python开发工程师,http://jobs.51job.com/guangzhou-byq/90206990.html?s=01&t=0,名医汇,广州-白云区,5-8千/月,3-4年经验,本科,19,6500.0,0,1,0,0
83,160,Python开发工程师+实习生（大数据方向）,http://jobs.51job.com/jingzhou/89272313.html?s=01&t=0,河南智游臻龙教育科技有限公司,荆州,3-4.5千/月,无工作经验,大专,37,3750.0,1,0,0,0
84,162,Python数据分析师,http://jobs.51job.com/beijing-ftq/90185782.html?s=01&t=0,中国软件与技术服务股份有限公司,北京-丰台区,1-1.5万/月,3-4年经验,本科,6,12500.0,0,1,0,0
85,163,数据挖掘工程师(R或Python),http://jobs.51job.com/beijing-hdq/90282345.html?s=01&t=0,博易智软（北京）技术股份有限公司,北京-海淀区,1.5-2万/月,2年经验,本科,6,17500.0,0,1,0,0
86,165,Python运维开发工程师,http://jobs.51job.com/fuzhou/86174622.html?s=01&t=0,福州靠谱云科技有限公司,福州,0.5-1万/月,1年经验,大专,35,7500.0,1,0,0,0
87,170,python软件工程师,http://jobs.51job.com/nanjing/83927710.html?s=01&t=0,南京辛巴达软件科技有限公司,南京,1-1.5万/月,3-4年经验,大专,7,12500.0,1,0,0,0
88,174,python数据分析员,http://jobs.51job.com/beijing-dcq/89697939.html?s=01&t=0,北京艾沃仕科技有限公司,北京-东城区,1-1.5万/月,2年经验,本科,6,12500.0,0,1,0,0
89,175,Python开发工程师,http://jobs.51job.com/shenzhen/91108195.html?s=01&t=0,深圳市亿觅科技有限公司,深圳,2-3万/月,3-4年经验,本科,30,25000.0,0,1,0,0
90,177,Python,http://jobs.51job.com/shenzhen-nsq/88224043.html?s=01&t=0,广州碧软信息科技有限公司,深圳-南山区,0.9-1.5万/月,3-4年经验,大专,30,12000.0,1,0,0,0
91,179,Python工程师,http://jobs.51job.com/guangzhou/90514059.html?s=01&t=0,广州棒谷网络科技有限公司,广州,1-2万/月,2年经验,大专,19,15000.0,1,0,0,0
92,180,高级Python开发工程师,http://jobs.51job.com/guangzhou-thq/84766991.html?s=01&t=0,广州中广计算机科技有限公司,广州-天河区,1-1.5万/月,5-7年经验,大专,19,12500.0,1,0,0,0
93,182,python爬虫工程师,http://jobs.51job.com/shanghai-pdxq/91211676.html?s=01&t=0,上海育创网络科技股份有限公司,上海-浦东新区,1-1.5万/月,3-4年经验,本科,0,12500.0,0,1,0,0
94,183,Python开发工程师,http://jobs.51job.com/chengdu/89414957.html?s=01&t=0,成都市思叠科技有限公司,成都,4-8千/月,1年经验,本科,21,6000.0,0,1,0,0
95,186,python工程师,http://jobs.51job.com/shenzhen/90317098.html?s=01&t=0,中亚置业集团有限公司,深圳,0.8-1.5万/月,1年经验,大专,30,11500.0,1,0,0,0
96,189,大数据平台开发工程师（java/python）,http://jobs.51job.com/beijing/84533097.html?s=01&t=0,北京天行汇通信息技术有限公司,北京,1.5-2万/月,3-4年经验,本科,6,17500.0,0,1,0,0
97,190,python开发工程师,http://jobs.51job.com/jinshuiqu/68070010.html?s=01&t=0,郑州创恒实业有限公司,郑州-金水区,4-6千/月,1年经验,本科,39,5000.0,0,1,0,0
98,191,Python研发工程师,http://jobs.51job.com/kunshan/91500046.html?s=01&t=0,北京悦游信息技术有限公司,异地招聘,1-1.5万/月,2年经验,本科,20,12500.0,0,1,0,0
99,196,Linux python开发运维,http://jobs.51job.com/hangzhou/76584846.html?s=01&t=0,杭州联众医疗科技股份有限公司,杭州,1-2万/月,2年经验,大专,24,15000.0,1,0,0,0
100,202,后端开发工程师（lua、python中间件方向）,http://jobs.51job.com/shanghai-xhq/91854738.html?s=01&t=0,上海卓易科技股份有限公司,上海-徐汇区,1-1.8万/月,1年经验,大专,0,14000.0,1,0,0,0
101,203,Python开发工程师,http://jobs.51job.com/guangzhou/83654695.html?s=01&t=0,广东长荣科技有限公司,广州,5-8千/月,1年经验,本科,19,6500.0,0,1,0,0
102,206,python后台开发工程师,http://jobs.51job.com/shenzhen-nsq/65507204.html?s=01&t=0,深圳市云趣网络科技股份有限公司,深圳-南山区,1-1.5万/月,1年经验,大专,30,12500.0,1,0,0,0
103,207,Python高级开发工程师,http://jobs.51job.com/chengdu/91050924.html?s=01&t=0,成都易耕云作科技有限公司,成都,0.9-1.4万/月,2年经验,本科,21,11500.0,0,1,0,0
104,208,Python开发工程师（爬虫经验）,http://jobs.51job.com/dongguan/88223598.html?s=01&t=0,东宝信息技术有限公司,东莞,1-1.5万/月,3-4年经验,本科,1,12500.0,0,1,0,0
105,211,Python工程师,http://jobs.51job.com/hangzhou-xhq/87598136.html?s=01&t=0,北京淘乐创想科技有限公司,杭州-西湖区,0.5-1万/月,1年经验,本科,24,7500.0,0,1,0,0
106,213,Python开发工程师,http://jobs.51job.com/shanghai-pdxq/90524192.html?s=01&t=0,上海城置投资控股集团有限公司,上海-浦东新区,1.6-2.8万/月,3-4年经验,大专,0,22000.0,1,0,0,0
107,215,Python开发工程师,http://jobs.51job.com/shenzhen-ftq/85625093.html?s=01&t=0,大连华讯投资股份有限公司深圳分公司,深圳-福田区,0.8-1万/月,2年经验,本科,30,9000.0,0,1,0,0
108,216,Python开发工程师,http://jobs.51job.com/wuhan-hsq/84412897.html?s=01&t=0,北京博睿宏远数据科技股份有限公司,武汉-洪山区,0.7-1.4万/月,1年经验,本科,25,10499.999999999998,0,1,0,0
109,217,Python高级开发工程师,http://jobs.51job.com/shenzhen-ftq/91281665.html?s=01&t=0,深圳市财智叁陆伍科技有限公司,深圳-福田区,1.5-2.5万/月,3-4年经验,大专,30,20000.0,1,0,0,0
110,219,手游研发工程师（Python）（初级）,http://jobs.51job.com/beijing/65682385.html?s=01&t=0,北京凯奇谷信息技术股份有限公司,北京,0.6-1万/月,1年经验,本科,6,8000.0,0,1,0,0
111,221,Python开发工程师,http://jobs.51job.com/wuhan/85090499.html?s=01&t=0,武汉朱雀闻天科技有限公司,武汉,15-20万/年,2年经验,本科,25,14583.333333333336,0,1,0,0
112,223,"python运维工程师(zabbix,私有云方向)",http://jobs.51job.com/guangzhou-yxq/76419982.html?s=01&t=0,久邦数码,广州-越秀区,1.5-3万/月,3-4年经验,大专,19,22500.0,1,0,0,0
113,225,高级Python开发工程师,http://jobs.51job.com/beijing-cyq/77400720.html?s=01&t=0,北京睿智融科控股股份有限公司,北京-朝阳区,1.5-2万/月,3-4年经验,本科,6,17500.0,0,1,0,0
114,226,Python高级开发工程师,http://jobs.51job.com/wuhan/91125210.html?s=01&t=0,华大基因,武汉,1.2-1.7万/月,3-4年经验,本科,25,14500.0,0,1,0,0
115,228,大数据高级工程师（Java、Python、Scala）,http://jobs.51job.com/lanzhou/88223952.html?s=01&t=0,北京先进数通信息技术股份公司,兰州,0.6-1万/月,3-4年经验,本科,5,8000.0,0,1,0,0
116,231,python开发工程师,http://jobs.51job.com/shanghai-ptq/73713389.html?s=01&t=0,上海庆科信息技术有限公司,上海-普陀区,0.8-1万/月,3-4年经验,本科,0,9000.0,0,1,0,0
117,234,高级Python工程师,http://jobs.51job.com/beijing-hdq/85458414.html?s=01&t=0,北京新界教育科技有限公司,北京-海淀区,1-2万/月,3-4年经验,本科,6,15000.0,0,1,0,0
118,235,Python/Django web开发工程师,http://jobs.51job.com/beijing/87229300.html?s=01&t=0,北京真朴教育科技发展有限公司,北京,6-8千/月,2年经验,大专,6,7000.0,1,0,0,0
119,236,Python开发工程师,http://jobs.51job.com/shenzhen-lhxq/88086202.html?s=01&t=0,深圳市零壹移动互联系统有限公司,深圳-龙华新区,1.5-3万/月,3-4年经验,本科,30,22500.0,0,1,0,0
120,238,Python开发工程师,http://jobs.51job.com/shanghai-xhq/91758768.html?s=01&t=0,上海汇付数据服务有限公司,上海-徐汇区,1.5-2万/月,3-4年经验,本科,0,17500.0,0,1,0,0
121,240,Python开发工程师,http://jobs.51job.com/kunming-xsq/90089387.html?s=01&t=0,云南酉胥科技有限公司,昆明-西山区,7-9千/月,3-4年经验,大专,23,8000.0,1,0,0,0
122,242,Python开发工程师,http://jobs.51job.com/shanghai-xhq/85012216.html?s=01&t=0,赫里普（上海）信息科技有限公司,上海-徐汇区,1-2万/月,3-4年经验,本科,0,15000.0,0,1,0,0
123,243,Python数据挖掘工程师（爬虫方向）,http://jobs.51job.com/shenzhen-lhxq/85304858.html?s=01&t=0,深圳市新一洲贸易有限公司,深圳-龙华新区,1-1.5万/月,2年经验,大专,30,12500.0,1,0,0,0
124,249,Python开发,http://jobs.51job.com/nanjing-pkq/89186386.html?s=01&t=0,南京梅花软件系统股份有限公司,南京-浦口区,1-1.5万/月,1年经验,大专,7,12500.0,1,0,0,0
125,250,Python工程师,http://jobs.51job.com/beijing-cyq/87019219.html?s=01&t=0,雷石集团,北京-朝阳区,1-2万/月,3-4年经验,本科,6,15000.0,0,1,0,0
126,251,软件开发工程师（.NET、Python）,http://jobs.51job.com/shenzhen-lgq/87354809.html?s=01&t=0,深圳市创世纪科技发展有限公司,深圳-龙岗区,1-1.5万/月,3-4年经验,本科,30,12500.0,0,1,0,0
127,253,Python软件开发,http://jobs.51job.com/ningbo/88453101.html?s=01&t=0,舜宇光学科技（集团）有限公司,宁波,8-10万/年,2年经验,本科,17,7500.0,0,1,0,0
128,259,Python开发工程师,http://jobs.51job.com/nanjing/91437617.html?s=01&t=0,江苏五星电器有限公司,南京,0.7-1.2万/月,1年经验,本科,7,9500.0,0,1,0,0
129,262,Python研发工程师,http://jobs.51job.com/beijing-hdq/85774093.html?s=01&t=0,上海聚杰信息技术有限公司,北京-海淀区,2-3万/月,3-4年经验,本科,6,25000.0,0,1,0,0
130,263,Python开发工程师,http://jobs.51job.com/shenzhen/91836316.html?s=01&t=0,宝德科技集团股份有限公司,深圳,0.6-1.2万/月,1年经验,本科,30,9000.0,0,1,0,0
131,264,Python工程师,http://jobs.51job.com/fuzhou/84982669.html?s=01&t=0,长威信息科技发展股份有限公司,福州,0.7-1.3万/月,3-4年经验,本科,35,10000.0,0,1,0,0
132,265,Python软件研发工程师,http://jobs.51job.com/changsha-kfq/87053401.html?s=01&t=0,天河国云（北京）科技有限公司湖南分公司,长沙-开福区,4-6千/月,1年经验,大专,42,5000.0,1,0,0,0
133,266,python开发工程师,http://jobs.51job.com/guangzhou-yxq/91181907.html?s=01&t=0,广州君和信息技术有限公司,广州-越秀区,0.5-1万/月,1年经验,大专,19,7500.0,1,0,0,0
134,268,Python网络爬虫开发,http://jobs.51job.com/shenzhen-lgq/90871474.html?s=01&t=0,深圳市清晨六点科技有限公司,深圳-龙岗区,0.6-1万/月,1年经验,本科,30,8000.0,0,1,0,0
135,270,Python及数据平台开发工程师,http://jobs.51job.com/wuhan-hsq/89490136.html?s=01&t=0,武汉理工数字传播工程有限公司,武汉-洪山区,0.8-1.3万/月,5-7年经验,本科,25,10500.0,0,1,0,0
136,271,Python开发工程师,http://jobs.51job.com/foshan/88198749.html?s=01&t=0,广东宝裕集团有限公司,佛山,5-7千/月,2年经验,大专,4,6000.0,1,0,0,0
137,273,Python开发工程师,http://jobs.51job.com/qingdao-lsq/90482491.html?s=01&t=0,青岛青科世纪信息技术有限公司,青岛-崂山区,0.6-1万/月,3-4年经验,本科,43,8000.0,0,1,0,0
138,277,python开发工程师,http://jobs.51job.com/shanghai-cnq/78756753.html?s=01&t=0,圆通速递有限公司,上海-长宁区,1.5-2万/月,2年经验,大专,0,17500.0,1,0,0,0
139,280,Python Ruby Rails高级开发工程师,http://jobs.51job.com/chongqing-jlpq/68566869.html?s=01&t=0,重庆融特通信技术有限公司,重庆-九龙坡区,0.6-1.2万/月,3-4年经验,本科,40,9000.0,0,1,0,0
140,288,Python开发工程师/数据挖掘工程/网络爬虫,http://jobs.51job.com/shenzhen-lhxq/90974178.html?s=01&t=0,玉米社（深圳）网络服务有限公司,深圳-龙华新区,1-1.5万/月,2年经验,大专,30,12500.0,1,0,0,0
141,289,软件开发(java jsp odoo python),http://jobs.51job.com/chengdu-qyq/86280623.html?s=01&t=0,成都明格管理软件有限公司,成都-青羊区,6-12万/年,2年经验,本科,21,7500.0,0,1,0,0
142,291,python技术顾问/java技术顾问,http://jobs.51job.com/dalian/89658070.html?s=01&t=0,Capgemini Japan K. K.凯捷日本,大连,1-1.5万/月,3-4年经验,本科,14,12500.0,0,1,0,0
143,292,软件工程师（python方向）,http://jobs.51job.com/shanghai-pdxq/88098949.html?s=01&t=0,森松集团,上海-浦东新区,1-1.5万/月,2年经验,大专,0,12500.0,1,0,0,0
144,293,Python高级开发工程师,http://jobs.51job.com/nanjing-qhq/88498055.html?s=01&t=0,南京轩恩软件开发有限公司,南京-秦淮区,1-1.5万/月,3-4年经验,本科,7,12500.0,0,1,0,0
145,295,Python Web开发工程师,http://jobs.51job.com/zhongyuanqu/90478567.html?s=01&t=0,北京天晟通科技有限公司,郑州-中原区,0.7-1万/月,3-4年经验,本科,39,8500.0,0,1,0,0
146,296,Python 研发工程师,http://jobs.51job.com/shanghai/90482474.html?s=01&t=0,上海店达信息技术有限公司,上海,1.5-2万/月,2年经验,本科,0,17500.0,0,1,0,0
147,297,自动化测试工程师python、c,http://jobs.51job.com/shanghai-pdxq/90137432.html?s=01&t=0,上海迅元信息科技有限公司,上海-浦东新区,1-1.5万/月,3-4年经验,本科,0,12500.0,0,1,0,0
148,300,双休Java开发php开发python开发爬虫开发爬虫软件开发,http://jobs.51job.com/shenzhen-lgq/91936697.html?s=01&t=0,深圳市以沃科技有限公司,深圳-龙岗区,0.8-1.2万/月,3-4年经验,本科,30,10000.0,0,1,0,0
149,302,Python开发工程师,http://jobs.51job.com/shenzhen-lhq/91957415.html?s=01&t=0,深圳市艾鑫承科技有限公司,深圳-罗湖区,1-1.5万/月,3-4年经验,大专,30,12500.0,1,0,0,0
150,304,（南邮在线）Hadoop大数据Python（有Java基础）03,http://jobs.51job.com/nanjing/91960286.html?s=01&t=0,江苏航云数据科技有限公司,南京,6-8千/月,无工作经验,本科,7,7000.0,0,1,0,0
151,305,Python开发工程师,http://jobs.51job.com/beijing-hdq/90200046.html?s=01&t=0,深圳市雁联技术服务有限公司,北京-海淀区,0.8-1.5万/月,3-4年经验,本科,6,11500.0,0,1,0,0
152,306,Python算法工程师,http://jobs.51job.com/beijing-hdq/89445866.html?s=01&t=0,北京振中电子技术有限公司,北京-海淀区,1.3-1.8万/月,2年经验,本科,6,15500.0,0,1,0,0
153,308,Python开发工程师,http://jobs.51job.com/chengdu-gxq/91960666.html?s=01&t=0,中通服软件科技有限公司,成都-高新区,1-1.5万/月,3-4年经验,本科,21,12500.0,0,1,0,0
154,309,Python工程师（算法及深度学习）,http://jobs.51job.com/zhuhai/91960500.html?s=01&t=0,珠海安润普科技有限公司,珠海,0.6-1.2万/月,1年经验,本科,33,9000.0,0,1,0,0
155,310,Python程序员,http://jobs.51job.com/shenzhen/91559287.html?s=01&t=0,深圳市中源航空服务有限公司,深圳,0.8-1.3万/月,3-4年经验,大专,30,10500.0,1,0,0,0
156,311,Python高级开发工程师,http://jobs.51job.com/shenzhen-lgq/89640800.html?s=01&t=0,深圳市三竔科技有限责任公司,深圳-龙岗区,1-1.5万/月,5-7年经验,本科,30,12500.0,0,1,0,0
157,312,JAVA/Python爬虫开发工程师,http://jobs.51job.com/shanghai/88889475.html?s=01&t=0,上海微问家信息技术有限公司（爱客CRM）,上海,1.5-2万/月,2年经验,大专,0,17500.0,1,0,0,0
158,314,Python开发工程师,http://jobs.51job.com/shanghai-ypq/85776946.html?s=01&t=0,上海犀语科技有限公司,上海-杨浦区,1.5-2万/月,3-4年经验,大专,0,17500.0,1,0,0,0
159,315,高级软件测试工程师(Python),http://jobs.51job.com/shanghai-cnq/81563487.html?s=01&t=0,上海肯耐珂萨人才服务股份有限公司,上海-长宁区,1-1.5万/月,3-4年经验,本科,0,12500.0,0,1,0,0
160,316,python服务端程序,http://jobs.51job.com/shanghai/79611674.html?s=01&t=0,上海掌玩互娱网络科技股份有限公司,上海,0.9-1.8万/月,1年经验,大专,0,13500.0,1,0,0,0
161,317,Python开发工程师,http://jobs.51job.com/beijing-hdq/88776308.html?s=01&t=0,北京腾信软创科技股份有限公司,北京-海淀区,6-8千/月,2年经验,本科,6,7000.0,0,1,0,0
162,318,Python研发,http://jobs.51job.com/chengdu/86238579.html?s=01&t=0,成都麦子信息技术有限公司,成都,0.7-1.4万/月,1年经验,大专,21,10499.999999999998,1,0,0,0
163,319,Python高级开发工程师,http://jobs.51job.com/shenzhen/85675540.html?s=01&t=0,深圳市百诺信科技有限公司,深圳,1.5-2万/月,3-4年经验,大专,30,17500.0,1,0,0,0
164,321,Python开发工程师,http://jobs.51job.com/guangzhou-thq/90689367.html?s=01&t=0,广州安正软件股份有限公司,广州-天河区,5-8千/月,1年经验,大专,19,6500.0,1,0,0,0
165,322,Python开发工程师,http://jobs.51job.com/guangzhou-thq/89712024.html?s=01&t=0,广州市伟宏计算机科技有限公司,广州-天河区,1-1.5万/月,3-4年经验,本科,19,12500.0,0,1,0,0
166,324,python高级大数据开发工程师,http://jobs.51job.com/shanghai-cnq/88243000.html?s=01&t=0,阿基米德（上海）传媒有限公司,上海-长宁区,1.5-2万/月,3-4年经验,本科,0,17500.0,0,1,0,0
167,325,Python开发实习生（西安）,http://jobs.51job.com/xian/79392506.html?s=01&t=0,绿盟科技,西安,100元/天,无工作经验,本科,38,2175.0,0,1,0,0
168,326,云方向业务部门_Python开发工程师,http://jobs.51job.com/beijing-hdq/84089273.html?s=01&t=0,北京思特奇信息技术股份有限公司,北京-海淀区,1-1.5万/月,3-4年经验,本科,6,12500.0,0,1,0,0
169,327,python 开发工程师,http://jobs.51job.com/guangzhou/70225350.html?s=01&t=0,广州市昊恒信息科技有限公司,广州,0.8-1.2万/月,1年经验,大专,19,10000.0,1,0,0,0
170,328,运维软件-平台研发工程师 (Python) （上海）,http://jobs.51job.com/shanghai-xhq/89317925.html?s=01&t=0,嘉兴安尚云信信息科技有限公司,上海-徐汇区,1.6-2.5万/月,2年经验,本科,0,20500.0,0,1,0,0
171,331,Python开发工程师,http://jobs.51job.com/shenzhen-nsq/88732994.html?s=01&t=0,深圳市微商时代科技有限公司,深圳-南山区,1.5-2万/月,3-4年经验,本科,30,17500.0,0,1,0,0
172,337,Python高级服务端开发工程师,http://jobs.51job.com/hangzhou-gsq/85813580.html?s=01&t=0,杭州风萤网络科技有限公司,杭州-拱墅区,1.8-2.5万/月,2年经验,大专,24,21500.0,1,0,0,0
173,338,Python工程师,http://jobs.51job.com/nanjing-jyq/90531531.html?s=01&t=0,上海玖道信息科技股份有限公司,南京-建邺区,0.8-1万/月,2年经验,本科,7,9000.0,0,1,0,0
174,341,C++/Python 开发人员,http://jobs.51job.com/beijing-hdq/88106470.html?s=01&t=0,河北博岳通信技术股份有限公司,北京-海淀区,1-1.5万/月,3-4年经验,本科,6,12500.0,0,1,0,0
175,342,01python与数据挖掘工程师,http://jobs.51job.com/nanjing-yhtq/91233916.html?s=01&t=0,江苏航软科技有限公司,南京-雨花台区,0.6-1万/月,1年经验,本科,7,8000.0,0,1,0,0
176,343,后端工程师(Java/Python),http://jobs.51job.com/xiamen/89757578.html?s=01&t=0,骑记（厦门）科技有限公司,厦门,0.6-1.2万/月,2年经验,本科,10,9000.0,0,1,0,0
177,344,Python开发工程师,http://jobs.51job.com/beijing-hdq/80722125.html?s=01&t=0,北京六合新创科技有限公司,北京-海淀区,1-1.5万/月,2年经验,大专,6,12500.0,1,0,0,0
178,345,Python开发,http://jobs.51job.com/shenzhen-lhq/90961185.html?s=01&t=0,润联软件系统（深圳）有限公司,深圳-罗湖区,1-2万/月,3-4年经验,本科,30,15000.0,0,1,0,0
179,349,python研发工程师,http://jobs.51job.com/wuhan/82328827.html?s=01&t=0,武汉飞脉科技有限责任公司,武汉,0.3-1万/月,2年经验,本科,25,6500.0,0,1,0,0
180,351,Python软件工程师,http://jobs.51job.com/wuhan-hsq/64274846.html?s=01&t=0,武汉金读科技有限公司,武汉-洪山区,6-8千/月,1年经验,大专,25,7000.0,1,0,0,0
181,352,Python开发工程师,http://jobs.51job.com/shenzhen-ftq/90172882.html?s=01&t=0,深圳前海新富资本管理集团有限公司,深圳-福田区,1-1.5万/月,2年经验,本科,30,12500.0,0,1,0,0
182,357,python攻城狮,http://jobs.51job.com/shenzhen-nsq/74090031.html?s=01&t=0,深圳市顺风车网络科技有限公司,深圳-南山区,1.5-2万/月,3-4年经验,本科,30,17500.0,0,1,0,0
183,359,Python/R语言数据挖掘工程师,http://jobs.51job.com/beijing-cyq/86185689.html?s=01&t=0,北京阳光伟烨网络技术有限公司,北京-朝阳区,1-1.5万/月,1年经验,本科,6,12500.0,0,1,0,0
184,361,项目研发经理（python平台）,http://jobs.51job.com/shanghai/89796534.html?s=01&t=0,上海锦游网络技术有限公司,上海,1.5-2万/月,2年经验,本科,0,17500.0,0,1,0,0
185,362,Python工程师助理周末双休五险一金,http://jobs.51job.com/dalian/90266069.html?s=01&t=0,大连友道信软科技有限公司,大连,4-6千/月,无工作经验,大专,14,5000.0,1,0,0,0
